;Y_UTM;X_UTM;ZoneNumber;ZoneLetter;Latitude;Longitude;past_mer;Y;X;SiO2;TiO2;Al2O3;Fe2O3;FeO;MnO;MgO;CaO;Na2O;K2O;P2O5;l.i.;oth;sum;hs;type_granite;time;massif;sampler;others;sampler+year;area
2655;-521566623,5;-1142774533;1;W;"62°16'0.0""";"174°9'0.0""";;62,26681913;174,1501525;70,22601708;0,341536916;14,75640382;1,657458564;2,129583124;0,080361627;1,466599699;1,667503767;5,173279759;0,532395781;0,080361627;1,878453039;0,010045203;100;0,15;Plagiogranite;J-K;;N.I.Bulymenko;;O.N.Ivanov,1977;4
2665;-311712976,9;-877000728,9;1;W;"67°30'12.0""";"176°39'48.0""";;67,50321708;176,6632171;70,03407496;0,340749649;14,52194829;1,262778112;1,453197033;0,07015434;0,701543395;1,964321507;3,978753257;4,088995791;0,130286631;1,302866306;0,150330728;100;0,22;Granite-porphyry;K2;;M.V.Kondrashina;;V.G.Zheltovsky,1972;4
2675;-406851530,3;-949313638,9;1;W;"64°4'0.0""";"168°3'0.0""";;64,06672307;168,0500564;69,7911462;0,399720196;14,23003897;2,258419107;2,088538023;0,089937044;1,119216548;2,748076347;4,127111022;2,088538023;0,429699211;0,619566304;0,009993005;100;0,01;Granodiorite;K1;;G.I.Guzieva;Oth:so3-0.0l;S.P.Skuratovsky,1966;4
2689;-376675071,2;-872936614,3;1;W;"64°16'40.0""";"164°4'0.0""";;64,27782817;164,0667171;69,81792717;0,420168067;14,52581032;1,120448179;1,860744298;0,030012005;1,020408163;2,25090036;4,211684674;3,491396559;0,140056022;1,100440176;0,010004002;100;0,11;Quartz monzonite;K2;;;;S.S.Lobunetz,1968;4
2696;-308674974,6;-876728445,8;1;W;"67°39'12.0""";"177°23'0.0""";;67,65327319;177,3832732;70,05422776;0,301265314;14,52098815;1,184976903;1,757381;0,040168709;0,994175537;1,978308897;3,906406909;4,609359309;0,14059048;0,502108857;0,010042177;100;0,09;Hb granite;K1;Vulvyveem massif;;;V.G.Zheltovsky,1975;4
2702;-293745935,6;-838780430,7;1;W;"67°53'48.0""";"176°5'12.0""";;67,89674965;176,0867497;69,71908427;0,359892032;15,83524943;1,069679096;2,2193342;0,069979006;0,789763071;0,799760072;3,009097271;5,118464461;0,169949015;0,829751075;0,009997001;100;0,03;Granite-porphyry;K2;;A.PBurmistrova;;V.G.Zheltovsky,1975;4
2712;-204028416,5;-623573447,5;1;W;"69°55'0.0""";"170°50'0.0""";;69,91675717;170,8334238;70,30052441;0,51432029;15,31867689;0,877369907;2,258975393;0,100847116;0,9580476;1,795078661;3,267446551;4,144816458;0,090762404;0,363049617;0,010084712;100;0,15;Hb-Bt granite;K2;Yanranay massif;A.S.Ulitina;;D.S.Golota,1953;4
2719;-525716132,6;-1141476251;1;W;"62°7'0.0""";"173°49'0.0""";;62,11653826;173,8165383;69,98694648;0,371523245;13,00331359;2,871774275;1,988151421;0,110452857;1,204940255;4,930213877;3,424038558;0,050205844;0,08032935;1,968069083;0,010041169;100;0,11;Plagiogranite porphyraceous;J-K;;N.I.Bulymenko;;O.N.Ivanov,1977;4
2731;-344118742,2;-810492590,9;1;W;"64°51'0.0""";"161°46'0.0""";;64,85013046;161,7667971;69,44472136;0,299072874;14,17605423;1,49536437;2,392582993;0,049845479;1,196291496;2,292892035;3,838101884;4,007576513;0,199381916;0,598145748;0,009969096;100;0,08;Granodiorite;K1;Molandzhin massif;S.M.Shadskaya;;Yu.P.Misans,1956;4
2753;-317221510,7;-894782300,9;1;W;"67°28'12.0""";"177°38'48.0""";;67,47001038;177,646677;70,01307716;0,412433357;14,28427724;0,502967508;3,128457902;0,140830902;1,297656171;2,665727794;2,756261945;3,802434363;0,171008953;0,814807363;0,01005935;100;0,06;Hb granite;K1;;A.P.Burmistrova;;V.G.Zheltovsky,1975;4
2754;-202296969,5;-587440195,8;1;W;"69°25'0.0""";"164°30'0.0""";;69,41657998;164,4999133;69,43335994;0,219473264;15,30327215;0,07980846;2,653631285;0,03990423;1,41660016;2,55387071;3,441739824;3,93056664;0,169592977;0,74820431;0,009976057;100;0,17;Granodiorite;K2;Kanelyveem massif;Left;;V.I.Teplykh,1963;4
2795;-386495887,8;-982041518,3;1;W;"65°24'0.0""";"174°11'0.0""";;65,39981719;174,1831505;69,03129657;0,268256334;14,70442126;1,609538003;1,778440139;0,00993542;0,715350224;3,984103328;4,470938897;1,490312966;0,059612519;1,867858917;0,00993542;100;0,17;Plagiogranite;K1;;ZIKarpicheva;Det:H2o+-l.41;V.l.Shkursky,1966;4
2807;-309632338,9;-773241759,6;1;W;"66°2'0.0""";"163°19'0.0""";;66,03333929;163,3166726;69,77398292;0,401808137;15,32898041;1,225514817;2,149673531;0,070316424;0,873932697;2,330487192;3,877448518;3,345052737;0,100452034;0,512305374;0,010045203;100;0,02;Granite;K2;Ukon massif;;;N.N.Tevyashov,1966;4
2866;-223132190,8;-651621246,9;1;W;"69°8'0.0""";"168°35'0.0""";;69,13329414;168,5832941;69,0284006;0,508221226;15,87443946;0,129546587;2,40159442;0,019930244;1,275535625;2,142501246;3,308420528;4,544095665;0,119581465;0,637767813;0,009965122;100;0,05;Granite;K2;Nagloynyn massif;NIMorozova;;A.I.Grigor'ev,1961;4
2871;-308990162,5;-880471822;1;W;"67°41'18.0""";"177°48'6.0""";;67,6883908;177,8017241;69,08111344;0,3591739;15,05537264;0,927865908;2,643918986;0,059862317;0,838072433;2,963184675;3,372243839;2,843460042;0,129701686;1,14736107;0,578669061;100;0,09;Hb granite;K1;Telekay massif;Ml.Osinina;;V.G.Zheltovsky,1974;4
2892;-320782606,6;-913904714,2;1;W;"67°33'0.0""";"179°15'0.0""";;67,54999553;179,2499955;69,19075723;0,480144043;15,71471441;0,710213064;2,11063319;0,050015005;0,570171051;2,280684205;3,060918275;4,681404421;0,010003001;1,130339102;0,010003001;100;0,1;Granite;K1;Chanuan massif;O.N.Kobylina;;V.G.Ditmar,1938;4
2902;-241323924,1;-737522373,3;1;W;"69°21'0.0""";"176°50'0.0""";;69,34996075;176,8332941;69,32330827;0,380952381;15,27819549;1,233082707;1,223057644;0,040100251;0,571428571;1,523809524;3,408521303;5,824561404;0,681704261;0,200501253;0,310776942;100;0,11;Granite gneissose;K1;Velitkenay massif;O.M.Sidorova;Oth:co2-0.31;M.N.Bogdanova,1967;4
2908;-306857557,2;-876699096,7;1;W;"67°44'42.0""";"177°50'24.0""";;67,74498027;177,8399803;68,5677445;0,535608014;14,89783773;0,892680024;2,549097401;0,059512002;1,497718707;2,846657409;3,669906765;3,570720095;0,138861337;0,763737354;0,009918667;100;0,15;Hb granite;K1;Telekay massif;I.Osinina;Det:H2o+-0.60;V.G.Zheltovsky,1974;4
2920;-456160951,7;-930477664,3;1;W;"61°50'0.0""";"162°12'0.0""";;61,83320366;162,1998703;68,84592386;0,348814032;14,24157863;2,342037074;1,973290811;0,059796691;1,45505282;2,571257724;3,727327088;3,886784931;0,129559498;0,338847917;0,079728922;100;0,12;Hb-Bt quartz monzonite;K1;Ichikandin massif;V.P.Koval'skaya;Oth:co2-0.06,F-0.02;V.S.Smolich,1947;4
2947;-336823045,5;-887677210,6;1;W;"66°24'0.0""";"172°23'0.0""";;66,40010425;172,3834376;69,08672141;0,54075706;15,36150611;1,121570198;1,462046866;0,01001402;0,80112157;3,524934909;3,334668536;4,135790106;0,01001402;0,600841178;0,01001402;100;0,16;Bt granite;K1;Teniany massif;;Det.:H2o+-0.48;I.A.Nikitin,1957;4
2966;-217491307,4;-673310602,6;1;W;"69°50'0.0""";"174°38'0.0""";;69,83318963;174,6331896;68,59076433;0,437898089;14,49044586;0,85589172;2,83638535;0,039808917;2,089968153;2,806528662;3,443471338;3,771894904;0,119426752;0,507563694;0,009952229;100;0,61;Granite alkaline;K1;Pyrkatagyn massif;;;M.N.Bogdanova,1967;4
2975;-304962535,7;-884198146;1;W;"67°56'30.0""";"179°20'0.0""";;67,94175761;179,3334243;68,92824977;0,49034324;14,4901431;0,53037126;3,072150505;0,060042029;1,891323927;2,301611128;2,391674172;4,893425398;0,140098069;0,710497348;0,100070049;100;0,2;Quartz diorite;K1;Tyrkynay massif;;Oet.:H2o+-0.65.Oth.:C02-0.10;E.G.Bordyugov,1973;4
2977;-380358925,6;-867436479,9;1;W;"64°1'30.0""";"163°1'25.0""";;64,0248611;163,0234722;69,2160804;0,582914573;15,74874372;2,010050251;1,407035176;0,090452261;0,804020101;1,979899497;3,778894472;3,557788945;0,010050251;0,804020101;0,010050251;100;0,01;Granite-porphyry;K2;;;;N.I.Filatova,1967;4
2988;-240066476,3;-690101639,5;1;W;"68°42'0.0""";"169°21'0.0""";;68,70007369;169,3500737;68,747503;0,509388734;16,21054734;0,659208949;2,626847783;0,039952058;0,259688374;2,746703955;2,736715941;4,3747503;0,049940072;0,958849381;0,079904115;100;0,07;Bt granite;K2;;K.A.Baklanova;Oth:Ba0-0.06,so3-0.02;N.I.Tikhomirov,1940;4
3005;-309048200,8;-772339436,4;1;W;"66°3'0.0""";"163°19'0.0""";;66,05001736;163,316684;68,93749373;0,381258152;15,44095515;1,043443363;2,157118491;0,100331093;0,852814287;2,327681348;4,374435638;3,39119093;0,100331093;0,882913615;0,010033109;100;0,07;Granite;K2;Ukon massif;;;N.N.Tevyashov,1966;4
3018;-375319992,1;-919607417,8;1;W;"65°2'0.0""";"169°15'0.0""";;65,03341604;169,2500827;68,27085612;0,35795963;16,17778662;2,76424381;0,964502337;0,039773292;1,262802028;4,45460873;4,71313513;0,795465845;0,099433231;0,089489908;0,009943323;100;0,1;Granodiorite;K2;;RIDonskaya;;I.N.Trumpe,1958;4
3022;-506090998,6;-1120910787;1;W;"62°31'30.0""";"173°34'0.0""";;62,5251092;173,5667759;68,76001603;0,200320513;16,73677885;0,590945513;2,443910256;0,070112179;0,861378205;0,771233974;5,669070513;2,764423077;0,180288462;0,94150641;0,010016026;100;0,08;Granodiorite;K;;M.I.Osinina;;O.N.Ivanov,1972;4
3031;-400849904,4;-942335124,4;1;W;"64°13'30.0""";"168°5'30.0""";;64,22498324;168,0916499;68,52720919;0,329505741;16,5351972;1,45781328;1,45781328;0,069895157;0,908637044;4,223664503;4,393409885;1,53769346;0,109835247;0,409385921;0,03994009;100;0,01;Granodiorite;K2;;;Det:H2o+-0.41,co2-0.04;S.P.Skuratovsky,1966;4
3046;-371425473,9;-963019129,8;1;W;"65°49'0.0""";"174°38'0.0""";;65,81678234;174,633449;68,37487537;0,259222333;16,27118644;0,837487537;2,143569292;0,039880359;1,565304088;2,851445663;4,556331007;1,11665005;0,039880359;1,934197408;0,00997009;100;0,2;Granodiorite;K1;;Z.I.Karpicheva;Det:H2o~-l.88;V.I.Shkursky,1966;4
3047;-549191985,9;-1232676683;1;W;"62°23'36.0""";"178°39'0.0""";;62,3932111;178,6498778;68,90072347;0,321543408;15,98673633;0,371784566;2,743167203;0,050241158;1,467041801;2,974276527;4,411173633;2,110128617;0,140675241;0,512459807;0,010048232;100;0,06;Granodiorite;K1;;;;E.G.Bordyugov,1978;4
3056;-358084345,8;-855547563,1;1;W;"64°53'0.0""";"164°48'0.0""";;64,88322903;164,7998957;68,38638858;0,39916176;14,8288594;1,436982337;2,943817982;0,039916176;1,377108073;3,11346173;3,772078635;3,432791139;0,139706616;0,089811396;0,039916176;100;0,09;Hb-Bt granite;K1;;;Oth.:S-0.04;G.M.Sosunov,1958;4
3068;-244382524,7;-728120183,6;1;W;"69°2'0.0""";"174°14'0.0""";;69,0334112;174,2334112;68,57600641;0,400560785;15,97236131;0,090126177;3,615061086;0,060084118;0,931303825;1,762467454;2,323252554;5,357500501;0,130182255;0,710995394;0,070098137;100;0,29;Granite;K1;Kukeney massif;;Oth.:co2-0.0l,S-0.06;G.B.Zhilinsky,1941;4
3102;-240068780,6;-690105776;1;W;"68°42'0.0""";"169°21'0.0""";;68,69999895;169,349999;68,42895764;0,440572745;15,35996796;0,350455592;3,15410033;0,020026034;1,251627115;2,50325423;3,013918094;4,515870632;0,150195254;0,570741965;0,240312406;100;0,22;Bt granite;K1;;AP.Lyubel'skaya;Oth:co2-0.12,Ba0-0.09,Cl-0.03;N.I.Tikhomirov,1938;4
3103;-329078412,6;-818910527,5;1;W;"65°45'0.0""";"165°23'0.0""";;65,7498531;165,3831864;68,10843133;0,328881802;15,82619095;1,375323899;1,694239585;0,039864461;1,375323899;3,149292406;4,414989037;2,89017341;0,179390074;0,607933028;0,009966115;100;0,14;Bt-Hb granodiorite;K2;;;;E.K.Zotov,1965;4
3107;-410971193,8;-900915037,2;1;W;"63°11'30.0""";"163°0'20.0""";;63,19161068;163,0054996;68,42948718;0,360576923;13,34134615;2,18349359;2,023237179;0,020032051;2,123397436;2,954727564;3,886217949;4,226762821;0,120192308;0,260416667;0,070112179;100;0,01;Granite;K2;;V.G.Kotova~;Oth:so3-0.07;L.M.Karpasov,1965;4
3127;-432611895,6;-956035472,6;1;W;"63°5'57.0""";"166°0'48.0""";;63,09917964;166,0133463;68,27192631;0,570684822;14,87785342;1,81217461;2,132559071;0,080096115;1,251501802;3,153784541;4,225070084;2,753303965;0,120144173;0,740889067;0,010012014;100;0,01;Granodiorite;K1;;V.A.Sidorov;;V.A.Faradzhev,1971;4
3132;-309351654,2;-883908803,5;1;W;"67°43'0.0""";"178°10'0.0""";;67,71675979;178,1667598;67,5852498;0,84258525;15,5630452;0,634417129;2,983743061;0,029738303;1,695083267;2,815226011;3,152260111;3,40999207;0,029738303;1,249008723;0,009912768;100;0,12;Granite;K1;Telekay massif;E.Gerasimova;;G.A.Kremchukov,1936;4
3146;-416498769,2;-939065764;1;W;"63°30'56.0""";"166°0'48.0""";;63,51557842;166,0133562;68,44167588;1,004722194;14,36752738;1,49703607;1,768311062;0,070330554;1,115241636;2,391238822;5,144177635;3,375866573;0,110519441;0,703305536;0,010047222;100;0,01;Granite;K1;;V.A.Sidorov;;V.A.Faradzhev,1971;4
3161;-224564115,7;-620823745,2;1;W;"68°30'0.0""";"162°28'0.0""";;68,50000713;162,4666738;67,83258595;0,219232686;15,00747384;2,072745391;1,285500747;0,019930244;1,076233184;4,015944195;3,956153463;3,936223219;0,139511709;0,428500249;0,009965122;100;0,06;Bt-Hb granite medium-grained;K2;Belaya Strelka massif;;;N.N.Neznanov,1964;4
3205;-408003034,6;-1062571522;1;W;"65°31'0.0""";"179°5'0.0""";;65,51676647;179,0834331;67,75159744;0,419329073;16,9528754;0,62899361;2,156549521;0,039936102;1,467651757;3,284744409;4,173322684;2,356230032;0,159744409;0,599041534;0,009984026;100;0,06;Plagiogranite;K1;;G.AFinogentova;;Yu.K.Usenko,1963;4
3213;-242854295,6;-713382647,2;1;W;"68°54'0.0""";"172°19'0.0""";;68,89986089;172,3165276;67,41226762;0,298240382;17,62600656;0,954369222;1,749676906;0,029824038;0,715776916;2,246744209;3,588825927;4,662491301;0,009941346;0,695894224;0,009941346;100;0,02;Granite;K1;Palyan massif;;;G.M.Dautov,1940;4
3214;-199323447,5;-572395549,4;1;W;"69°21'0.0""";"162°42'0.0""";;69,35018759;162,7001876;67,82356471;0,25005001;15,62312462;0,50010002;3,160632126;0,050010002;1,960392078;2,030406081;3,050610122;4,080816163;0,170034007;1,26025205;0,040008002;100;0,14;Granodiorite;K1;Sukharnin massif;N.S.Senotrusova.;Oth:S-0.04;V.S.Bogoyavlensky,1964;4
3218;-214106526,6;-648772234,2;1;W;"69°40'0.0""";"171°30'0.0""";;69,6665302;171,4998635;68,40883866;0,51457976;16,33538493;1,008979921;3,349813339;0,121077591;0,958530925;0,978710524;3,369992937;4,076278882;0,100897992;0,76682474;0,010089799;100;0,12;Bt granite;K2;Pyrkanay massif;;;A.S.Ulitin;4
3232;-200498201,7;-574190445,6;1;W;"69°18'0.0""";"162°35'0.0""";;69,2999822;162,5833155;67,5;0,478087649;14,70119522;1,035856574;3,28685259;0,109561753;1,822709163;2,320717131;3,446215139;4,53187251;0,099601594;0,647410359;0,019920319;100;0,05;Granite porphyraceous;K1;Sukharnin massif;;Oth.:S-0.02;V.V.Gulevich,1963;4
3240;-217102229,2;-671720791,5;1;W;"69°50'0.0""";"174°30'0.0""";;69,83333669;174,5000034;67,98553926;0,271138783;15,36453103;0,873669412;1,998393252;0,040168709;1,174934726;2,279574212;2,610966057;6,627836915;0,010042177;0,672825869;0,090379594;100;0,11;Granite;K1;Pyrkatagyn massif;0.1.KobyliHa;Oth:Ba0-0.09;M.I.Rabkin,1941;4
3247;-423058105,5;-923126751,8;1;W;"63°1'0.0""";"163°56'0.0""";;63,01649888;163,9331656;67,41035857;0,507968127;13,76494024;1,573705179;3,087649402;0,019920319;1,513944223;3,635458167;3,456175299;3,515936255;0,14940239;1,235059761;0,129482072;100;0,01;Granite;K2;;V.G.Kotova;Oth:S03-0.13;L.M.Karpasov,1965;4
3259;-212770698,7;-639271115,5;1;W;"69°36'0.0""";"170°16'0.0""";;69,59981539;170,2664821;67,80629637;0,240625627;14,62803289;1,463805895;3,108081011;0,020052136;1,604170844;1,122919591;3,178263485;4,8225386;0,421094847;0,761981151;0,822137558;100;0,16;Granite;K2;Pevek massif;;Oth.:co2-0.70,F-0.01,S-0.05, ,Ba0-0.06;B.L.Flerov,1958;4
3267;-222643425,7;-637954824,3;1;W;"68°56'0.0""";"166°17'0.0""";;68,93315792;166,2831579;67,27363184;0,995024876;14,93532338;0,955223881;4,009950249;0,089552239;1,791044776;2,497512438;2,885572139;3,452736318;0,109452736;0,915422886;0,089552239;100;0,27;Quartz monzonite(granodiorite);K1;;N.S.Senotrusova;Oth:S-0.09;V.V.Isaev,1963;4
3268;-243896447,8;-727316100,8;1;W;"69°3'0.0""";"174°16'0.0""";;69,04997664;174,2666433;67,43814844;0,349162011;15,86193136;0,249401437;3,641260974;0,069832402;1,007581804;1,92537909;2,693535515;4,658818835;0,139664804;1,825618516;0,139664804;100;0,44;Granite;K1;Kukeney massif;;Oth.:C02-0.08,S-0.06;G.B.Zhilinsky,1941;4
3289;-218526783,1;-674263993,3;1;W;"69°47'0.0""";"174°24'0.0""";;69,78346359;174,4001303;67,60112135;0,390468562;14,59751702;1,101321586;2,883460152;0,060072087;2,022426912;2,002402883;3,103724469;5,036043252;0,310372447;0,881057269;0,010012014;100;0,22;Granite;K1;Pyrkatagyn massif;;;M.N.Bogdanova,1967;4
3293;-204674891,9;-580221782,7;1;W;"69°7'0.0""";"162°7'0.0""";;69,11654497;162,116545;67,53376688;0,72036018;15,5977989;0,8004002;3,021510755;0,070035018;1,08054027;2,16108054;3,491745873;4,282141071;0,150075038;1,08054027;0,010005003;100;0,06;Granosyenite porphyraceous coarse-grained;K2;;K.A.Luk'yanova;;M.O.Chasovitov,1959;4
3296;-300607302,6;-858639228,2;1;W;"67°49'0.0""";"177°0'48.0""";;67,81677025;177,0134369;67,28813559;0,35892323;16,58025922;1,734795613;2,173479561;0,069790628;0,787637089;0,877367896;4,027916251;4,336989033;0,169491525;1,585244267;0,00997009;100;0,17;Granodiorite-porphyry;K2;;A.P.Burmistrova;;V.G.Zheltovsky,1975;4
3300;-413928711,8;-943234584,3;1;W;"63°40'56.0""";"166°40'20.0""";;63,6820878;166,6720878;67,17770035;0,398208064;15,93827775;1,75211548;1,971129915;0,049776008;1,214534594;3,115978099;4,181184669;2,648083624;0,099552016;1,443504231;0,009955202;100;0,18;Granodiorite;K1;;V.ASidorov;;V.A.Faradzhev,1971;4
3301;-390361632,8;-918422421,3;1;W;"64°20'22.0""";"167°0'45.0""";;64,33952443;167,01258;67,55430974;0,600660727;14,85634198;2,222444689;3,543898288;0,080088097;1,781960156;3,8842727;2,302532786;1,651816999;0,120132145;1,391530684;0,010011012;100;0,01;Granodiorite;K2;;V.A.Sidorov;;V.A.Faradzhev,1971;4
3319;-258384315,5;-783558082,2;1;W;"69°2'0.0""";"178°25'0.0""";;69,0333818;178,4167151;67,64322263;0,41135748;15,8222133;1,314337313;1,89625765;0,030099328;1,464833952;3,371124712;2,207284037;5,116885723;0,190629076;0,521721682;0,010033109;100;0,09;Granodiorite porphyraceous;K1;Ekichuygyveem massif;;Det.:H2o+-0.40;V.P.Pole,1962;4
3330;-242200467,5;-673139812,3;1;W;"68°17'0.0""";"165°46'0.0""";;68,28350634;165,7668397;67,71503215;0,211012862;16,49919614;0,653135048;2,451768489;0,020096463;1,617765273;3,094855305;3,959003215;2,913987138;0,150723473;0,703376206;0,010048232;100;0,13;Granodiorite;K1;Pyrkanay massif;N.S.Senotrusova;Otho:S-0.01;A.S.Skalatsky,1964;4
3337;-298655172,8;-870862195,2;1;W;"68°5'0.0""";"179°12'0.0""";;68,08343688;179,2001035;67,30596344;0,47947258;15,83258416;0,639296774;2,337428828;0,04994506;1,798022176;2,187593647;4,814703826;3,376286085;0,129857157;1,038857257;0,009989012;100;0,5;Granodiorite porphyraceous;K2;Taureran massif;;Det.:H2o+-Oo50;K.S.Sukhov,1964;4
3339;-286212653;-835645280,4;1;W;"68°15'0.0""";"177°43'0.0""";;68,24997991;177,7166466;67,69493569;0,482315113;15,13263666;0,321543408;2,672829582;0,040192926;2,160369775;2,763263666;3,32596463;4,622186495;0,150723473;0,622990354;0,010048232;100;0,01;Bt granite;K2;Double Rock massif;;;V.I.Kopytin,1961;4
3342;-299552152,7;-746369011;1;W;"66°8'0.0""";"161°47'0.0""";;66,13338455;161,7833846;67,65089887;0,371597871;15,74771518;1,86803254;1,817816611;0,050215928;1,647082455;3,52515818;3,103344381;3,484985437;0,130561414;0,592547956;0,010043186;100;0,27;Granodiorite;K1;Spokoyninsky massif;V.P.Koval'skaya;Oth:F-0.01;V.S.Smolich,1947;4
3346;-379779207,7;-920389488;1;W;"64°50'31.0""";"168°40'14.0""";;64,84192712;168,6705382;67,7124183;0,341880342;14,38914027;1,649069884;2,91603821;0,110608346;2,282554047;3,499245852;3,921568627;2,403217697;0,110608346;0,653594771;0,010055304;100;0,01;Plagiogranite;K1;;V.A.Sidorov;;V.A.Faradzhev,1971;4
3352;-259992085,4;-705150501,9;1;W;"67°44'0.0""";"165°35'0.0""";;67,73322689;165,5832269;67,16566866;0,259481038;16,83632735;1,19760479;2,654690619;0,089820359;0,998003992;4,610778443;3,932135729;1,566866267;0,069860279;0,608782435;0,00998004;100;0,1;Quartz diorite;K1;Elombol massif;;;G.A.Klimov,1960;4
3379;-266894067,6;-788614458;1;W;"68°38'0.0""";"176°30'0.0""";;68,63351002;176,5001767;67,36821006;0,461014231;15,1032271;3,026658649;1,463219082;0,07015434;1,453197033;2,61575466;2,826217679;4,49989978;0,010022049;1,042293045;0,060132291;100;0,19;Tonalite;K1;Maltykan massif;01.Kobylina;Oth:Ba0-0.06;M.I.Rabkin,1941;4
3392;-233370618,5;-695741547,9;1;W;"69°12'0.0""";"172°38'0.0""";;69,19997196;172,6333053;67,16328367;0,509949005;14,32856714;1,479852015;4,02959704;0,079992001;2,419758024;2,329767023;2,529747025;4,509549045;0,209979002;0,399960004;0,009999;100;1,1;Granodiorite;K1;lchuveem massif;N.IMorozova;;A.I.Grigor'ev,1965;4
3395;-412397248,1;-1071200524;1;W;"65°26'30.0""";"179°16'0.0""";;65,44154153;179,2665415;67,43321952;0,522193211;15,86663989;1,707170114;2,701345652;0,190801366;1,014259892;2,540670817;5,452902189;1,556537457;0,170717011;0,833500703;0,010042177;100;0,16;Granite-porphyry;K2;;;;E.G.Bordyugov,1978;4
3403;-389497333,8;-929869051,2;1;W;"64°32'35.0""";"168°18'0.0""";;64,54323456;168,300179;67,49798874;0,351971038;15,40627514;1,93081255;2,433628319;0,100563154;1,920756235;4,092920354;3,620273532;1,739742558;0,140788415;0,754223652;0,010056315;100;0,01;Plagiogranite;K1;;V.A.Sidorov;;V.A.Faradzhev,1971;4
3412;-216869591;-670749238,7;1;W;"69°50'0.0""";"174°25'0.0""";;69,83310206;174,4164354;66,87605943;0,558380696;14,72729086;1,036992721;3,689301027;0,069797587;2,163725197;2,502742048;3,091035996;4,716322664;0,249277096;0,3091036;0,009971084;100;0,43;Granite melanocratic;K1;Pyrkatagyn massif;;;M.N.Bogdanova,1967;4
3416;-213982174,4;-652493802,4;1;W;"69°44'0.0""";"172°14'0.0""";;69,73332265;172,2333226;66,99640288;0,619504396;13,84892086;1,189048761;4,026778577;0,069944045;0,159872102;2,028377298;4,076738609;4,746203038;1,378896882;0,849320544;0,009992006;100;0,08;Granite fine-grained;K2;Purga dome;N.KBravina;;M.N.Bogdanova,1967;4
3420;-401108968,5;-945157004,2;1;W;"64°15'14.0""";"168°20'21.0""";;64,2538296;168,3391074;67,27546412;0,41144004;17,8123432;1,585549423;2,15755143;0,100351229;1,174109383;4,234821877;3,361766182;0,99347717;0,160561967;0,722528851;0,010035123;100;0,01;Granite;K2;;V.A.Sidorov;;V.A.Faradzhev,1971;4
3423;-313166795;-896873089,7;1;W;"67°42'0.0""";"178°55'0.0""";;67,69986647;178,9165331;66,77959346;0,637704265;15,54404145;0,607811877;4,115185333;0,059784775;1,61418892;3,68672778;2,869669191;1,394978079;0,089677162;1,873256277;0,727381427;100;0,26;Plagiogranite;K1;Taureran massif;;Det.:H2o+-l.56;E.G.Bordyugov,1973;4
3428;-401039376,2;-888776474,8;1;W;"63°26'0.0""";"162°50'0.0""";;63,43324149;162,8332415;67,64260475;0,464411913;14,85108531;0,565371025;4,432104997;0,100959112;1,060070671;2,190812721;3,553760727;3,685007572;0,100959112;0,282685512;1,070166583;100;0,16;Hb-Bt quartz diorite;K2;Achakveem massif;I.S.Ryabova;Oth:S-0.16,Cu0-0.90;V.I.Noskov,1957;4
3442;-368702156;-913516719,2;1;W;"65°15'0.0""";"169°37'0.0""";;65,24995495;169,6166216;66,65007466;0,517670483;15,52015928;3,603782977;1,592832255;0,069686411;1,393728223;2,867098059;4,31060229;3,295171727;0,079641613;0,089596814;0,009955202;100;0,23;Granodiorite;K1;;;;V.I.Shavel',1967;4
3445;-347569895,2;-815914507,2;1;W;"64°46'0.0""";"161°52'0.0""";;64,76669261;161,8666926;67,09431693;0,501152651;15,5958705;2,034679763;2,565901574;0,060138318;0,902074772;2,565901574;4,189636163;3,738598777;0,160368848;0,581337075;0,010023053;100;0,06;Granodiorite;K1;Straight massif;S.M.Shadskaya;;Ya.P.Misans,1956;4
3448;-445273099;-986010752,2;1;W;"63°0'51.0""";"167°30'34.0""";;63,01427847;167,5095563;67,20208814;0,501957635;15,96225279;1,56610782;3,483585985;0,100391527;1,726734264;4,075895994;3,011745809;1,606264431;0,120469832;0,63246662;0,010039153;100;0,01;Plagiogranite;K1;;V.A.Sidorov;;V.A.Faradzhev,1971;4
3450;-308377950,1;-895226660;1;W;"67°55'0.0""";"179°55'0.0""";;67,91663991;179,9166399;67,03054582;0,500751127;15,28292439;0,821231848;2,904356535;0,050075113;1,602403605;2,603905859;2,643965949;5,237856785;0,190285428;1,121682524;0,010015023;100;0,13;Granosyenite;K1;Chaantal massif;;Det.:H2o+-0.95;A.G.Maltizov,1959;4
3463;-212478762;-638117484;1;W;"69°36'0.0""";"170°10'0.0""";;69,59999989;170,1666666;66,64009566;0,169390195;17,10840972;0,159426066;3,676763651;0,039856517;1,454762854;2,899561578;2,500996413;4,563571144;0,009964129;0,767237943;0,009964129;100;0,54;Granodiorite porphyraceous;K2;Pevek massif;0.1.Kobylina;;A.V.Andrianov,1939;4
3466;-273689774,4;-799623970,5;1;W;"68°25'0.0""";"176°6'0.0""";;68,41685283;176,1001862;66,44802226;0,616179686;14,99701849;0,576426158;3,66726297;0,178890877;1,291989664;2,693301531;2,59391771;5,257404095;0,198767641;1,470880541;0,009938382;100;0,26;Granodiorite porphyraceous;K1;Moltykan massif;;Det:H2o+-0.90;A.S.Monyakin,1954;4
